"IDCLIENTE";"IDDIRECCION";"NOMBRE";"DIRECCION";"POBLACION";"PROVINCIA";"CODIGO POSTAL";"TELEFONOS";"FAX";"E-MAIL";"PERSONA CONTACTO";"ENVIAR COPIA FACTURA";"FACTURACION INDEPENDIENTE";"AGENCIA"
"61102";809;"AUTO SPORT ANDALUCIA S. L. (ALG)";"Urb. Torre Almirante, blq.1";"ALCECIRAS";"Cádiz";"11203";"956 661888 - 662848";"956 662746";;;1;0;
"61102";995;"AUTO SPORT ANDALUCIA S. L. (MA)";"Ctra. Azucarera-Intelhorce, 82 (Pol. Guadalhorce)";"MALAGA";"Málaga";"29004";"952 240934";"952 240549";;;1;0;
"61102";1003;"AUTO SPORT ANDALUCIA S. L. (ANT)";"C/ Adelfas, s/nº (Pol. Ind. Antequera)";"ANTEQUERA";"Málaga";"29200";"952 706331";"952 704168";;;1;0;
"61102";1229;"AUTO SPORT ANDALUCIA S. L. (COIN)";"Pol. Indust. Cantarras, Nave 6-A";"COIN";"Málaga";"29100";"952 455027";"952 450511";;;1;0;
"61103";781;"MAQUIHERSA S. L.";"Polígono Autopista, 47";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 307532 - 307543";"956 307901";;;1;0;
"61104";783;"AUTO MOTO NAVARRO S. L.";"Avda. Blas Infante, 12";"JEREZ DE LA FRONTERA";"Cádiz";"11401";"956 140433 - 140200";"956 322315";;;1;0;
"61105";866;"JPM GESTION DE RECAMBIOS S. L.";"Polígono Ind. El Portal, nave-6  manzana-13C";"JEREZ DE LA FRONTERA";"Cádiz";"11406";"956 14707374";"956 140057";;;1;0;
"61106";784;"MAQ. AGRICOLA PICO";"Av. Fernando Portillo, nave 5";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 182776";"956 182776";;;1;0;
"61107";786;"RODAPROIN S. L.";"C/. Marruecos, N-1 3º Fase (Pol. El Portal)";"JEREZ DE LA FRONTERA";"Cádiz";"11408";"956 353236";"956 353276";;;1;0;
"61108";1019;"SUMIJEREZ S. L.";"Av. Europa-Polígono Autopista, Parcela-B  Nave-19";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 313105";"956 181408";;;1;0;
"61109";790;"RECASUR S. L.";"Ctra. de Arcos, Km.2,5 Naviarcos nave 6";"JEREZ DE LA FRONTERA";"Cádiz";;"956 322152";"956 322161";;;1;0;
"61110";792;"EL MOTORISTA S. L.";"Avenida de Europa, 58";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956358500";"956358501";;;1;0;
"61111";794;"CASH DE LUBRICANTES S. L.";"Pol.Ind.Guadalquivir, nave 40";"JEREZ DE LA FRONTERA";"Cádiz";"11402";"956 140322";"956 141167";;;1;0;
"61112";796;"LA CASA DE LA HERRAMIENTA S. A.";"Ctra. de Cortes Km1,2";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 348614";"956 168209";;;1;0;
"61113";861;"DIRABA";"Arquitecto José Vargas, Nave-1";"JEREZ DE LA FRONTERA";"Cádiz";"11408";"956 144425";"956 141738";;;1;0;
"61114";1025;"FERRETERIA DEL GUADALETE S. A.";"Avenida Europa, 7";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 319612";"956317938";;;1;0;
"61115";1086;"LUBRINTER S. L.";"Parque Empresarial, Av. de la Ilustración, 20";"JEREZ DE LA FRONTERA";"Cadiz";"11407";"956 300800-313408";"956 312969";;;1;0;
"61116";1147;"REC. Y SUM. GALVEZ S. L.";"Parque Empresarial - C/ Einstein, 7";"JEREZ DE LA FRONTERA";"Cádiz";"11407";"956 302929";"956 308981";;;1;0;
"61117";1181;"BAHIA SIERRA S. L.";"Batalla de Sotillo, 14";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956 339915";"956 325615";;;1;0;
"61120";1000;"DAVA S. A. (CA)";"Parque Empresarial, Av. Tecnologia,  parcela B-6";"JEREZ DE LA FRONTERA";"Cádiz";"11407";"956 182462";;;;1;0;
"61121";1280;"RECAMBIOS MANUEL SANCHEZ S. L.";"Parque Empresarial Oeste, Avda.  Rota, 13";"JEREZ DE LA FRONTERA";"Cádiz";"11408";"956 353637";"956 353639";;;1;0;
"61122";1324;"RUBYSAN S. C.";"Pol. Ind. El Portal C/ Marruecos, 7";"JEREZ DE LA FRONTERA";"Cadiz";"11408";"956353391";"956143574";;;1;0;
"61133";797;"SANROTEC S. L.";"Avda. Sanlúcar, naves Regia nº 8";"JEREZ DE LA FRONTERA";"Cádiz";"11408";"956 140937";"956 140937";;;1;0;
"61201";799;"SUM. PINTURAS Y MAQ. S.  L.";"Pol. El Palmar P-9 E-C N-12";"PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 872537";"956 543900";;;1;0;
"61202";800;"RECAMBIOS GARRIDO";"Avda. Valencia, 15 A";"PUERTO SANTA MARIA";"Cádiz";"11500";;;;;1;0;
"61203";801;"SUM. IND. BAHIA S. L.";"Los Toreros, 26";"PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 854022 - 870853";"956 873352";;;1;0;
"61204";802;"PEDRO ALVAREZ CHIA";"Carmen Campos Panice, 5";"PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 852576";"956 852576";;;1;0;
"61205";980;"GESTION Y SERVICIO DEL COLOR S. L.";"C/ Telar - nave, 12 (Pol. Ind. El Palmar)";"EL PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 872537";"976 543900";;;1;0;
"61205";981;"SUPINSUR S. L.";"Ctra. N-340,  Km. 108";"ALGECIRAS";"Cádiz";"11200";"956 634095";"956 634095";;;1;0;
"61205";982;"LUCEPINTURAS S. L.";"C/ Martín Hurtado, 15";"LUCENA";"Córdoba";"14900";;;;;1;0;
"61205";988;"SUPIMA, S. L.";"Pol.El Palmar, C/ Telar, nº-12";"EL PUERTO DE STA. MARIA";"Cádiz";"11500";"956 872537";"956 543900";;;1;0;
"61205";989;"PINTURAS AUTOVAL, S. L.";"Pol. Llano del Espartal, C/Rosa de Los Vientos,158";"ALICANTE";"Alicante";"03007";"965 113927";"965 117519";;;1;0;
"61205";1006;"DROGUERIA GRANADA C. B.";"Granados, 7 bajo";"GRANADA";"Granada";"18004";"958 254411";;;;1;0;
"61205";1018;"CM TODO EN PINTURAS";"Crta. de Alicante, 251 - Nave C";"MONTEAGUDO";"Murcia";"30160";;;;;1;0;
"61205";1047;"MERCAMAQUINAS, S. L.";"Pol.Ind. Majaravique, Calle-1 Nave-7";"LA RINCONADA";"Sevilla";"41309";"954 915678";"954 903100";;;1;0;
"61205";1063;"PINTURAS INDUSTRIALES BARBERA S. A.";"RondaVigilancia s/n (Pol. Ind. Zona Franca)";"CADIZ";"Cádiz";"11011";"956256956";"956272632";;;1;0;
"61205";1125;"SUMINISTROS RAMAL 2003, S. L. U.";"Ajustadores, s/nº (Pol. Ind. El Torno)";"11130 CHICLANA";"Cádiz";"11130";;;;;1;0;
"61205";1141;"TIMANFAYA COLOR, S. L.";"Urb.Ind.Miller Bajo C/Diego Vega Sarmiento, 40";"LAS PALMAS G. CANARIA";"Gran Canaria";"35014";"9280276878";;;;1;0;
"61206";803;"MOTOCAR S. A.";"Virgen de los Milagros, 41-43";"PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 541219";"956 540729";;;1;0;
"61207";1334;"REC. MORALES E HIJOS S. L.";"C/ Matías Balseras, 20";"PUERTO DE SANTA MARIA";"Cádiz";"11500";"956 852626";"956 852630";;;1;0;
"61301";883;"DRAGADOS OFFSHORE S. A.";"Bajo de la Cabezuela, s/nº";"PUERTO REAL";"Cádiz";"11510";;;;;1;0;
"61302";936;"SERFLUID S. L.";"Mayor, 7 (Urbanización Río San Pedro)";"PUERTO REAL";"Cádiz";"11519";"956 478429";"956 478856";;"Luis Martinez";1;0;
"61303";1158;"HESPERIA INTERNACIONAL S. L.";"Polígono Ind. Aguacate, C/ Haya, 7";"MADRID";"Madrid";"28044";;;;;1;0;
"61303";1159;"HESPERIA INTERNACIONAL S. L.";"Polígono Bajo de la Cabezuela";"PUERTO REAL";"Cádiz";"11510";;;;;1;0;
"61401";1101;"CRISTOBAL GUERRERO NIÑO";"Avda. Carretera del Puerto, 6";"SANLUCAR DE BARRAMEDA";"Cádiz";"11540";"956 380087";"956 382319";;;1;0;
"61501";1023;"INDUSTRIAS GARRUCHO S. A.";"Doctor Fleming, 3-7";"ESPERA";"Cádiz";"11648";"956 720012";;;;1;0;
"62101";804;"RECAMBIOS SEBASTIAN S. L.";"Avda. Reyes Católicos, 8";"CHICLANA DE LA FRONTERA";"Cádiz";"11130";"956 401305 - 401452";"956 405630";;;1;0;
"62102";805;"DIEGO GARCÍA BAIZAN";"Artesanos, 49 (Pol. Indust. El Torno)";"CHICLANA DE LA FRONTERA";"Cádiz";"11130";"956 530662";"956 408499";;;1;0;
"62103";806;"FERRETERIA MONTERO S. L.";"Antonio Biondi, 1";"CHICLANA DE LA FRONTERA";"Cádiz";"11130";"956 400658";"956 532952";;;1;0;
"62104";991;"RODAPROIN S. L.  (CH)";"Avda. Cádiz, 23 (Pol. Ind. Pelagatos)";"CHICLANA DE LA FRONTERA";"Cádiz";"11130";"956 532281";"956 537370";;;1;0;
"62105";1283;;;;;;;;;;1;0;
"62106";1345;"FIXUNE S. L.";"C/ de la Unión, 35 (Pol. Ind. Pelagatos)";"CHICLANA DE LA FRONTERA";"Cádiz";"11130";"956 066876";"856 101992";;;1;0;
"62201";807;"SUMINISTROS AMERICANOS";"General García de la Herranz, 12";"SAN FERNANDO";"Cádiz";"11100";"956 881817";"956 885752";;;1;0;
"62203";808;"JOSE LUNA NUÑEZ";"General García Herranz, 12";"SAN FERNANDO";"Cádiz";"11100";"956 881817";"956 881817";;;1;0;
"62301";962;"CARLOS LEAL DE LA FLOR";"Pascual Junquera, 42";"CONIL DE LA FRONTERA";"Cádiz";"11140";"956 444243";"956 441413";;;1;0;
"63101";1009;"AUTO SPORT ANDALUCIA S. L. (ALG)";"Urbanización Torre Almirante, Blq-1";"ALGECIRAS";"Cádiz";"11203";"956 661888";"956 662746";;;1;0;
"63102";1306;"REPUESTOS ALGESUR S. L.";"C/ del Metal s/n - Nave Ayudauto";"ALGECIRAS";"Cádiz";"11204";"956 630634";"956 654005";;;1;0;
"63102";1340;"REPUESTOS ALGESUR S. L.";"Los Arbolitos, s/nº (Crta. Málaga, Km. 108)";"ALGECIRAS";"Cádiz";"11205";"956 630634";"956 654005";;;1;0;
"63103";812;"FRANCISCA MEJÍAS PRIETO";"Pol. INCOSUR - Parc. 2 - Nave, 1 y 2";"SAN ROQUE";"Cádiz";"11314";"956 630634";"956 654005";;;1;0;
"63103";1339;"FRANCISCA MEJÍAS PRIETO";"Los Arbolitos, s/nº (Crta. Málaga, Km. 108)";"ALGECIRAS";"Cádiz";"11205";"956 630634";"956 654005";;;1;0;
"63103";1341;"FRANCISCA MEJÍAS PRIETO";"C/ Del Metal s/n - Nave AYUDAUTO";"ALGECIRAS";"Cádiz";"11206";"956 630634";"956 654005";;;1;0;
"63104";813;"ALIAUTO S. A.";"Metalúrgicos, 1 (Barrio de los Pastores)";"ALGECIRAS";"Cádiz";"11206";"956 572867 - 572744";"956 603333";"algeciras@aliauto.com";"Juan Plaza + Antonio Vázquez";1;0;
"63104";814;"ALIAUTO S. A.";"Caleta de Velez, 10 (Pol. Guadalhorce)";"MALAGA";"Málaga 
álaga";"29004";"952 105695";"952 239272";;"Carlos de la Fuente";1;0;
"63104";815;"ALIAUTO S. A.";"Dorada,s/nº-Man.VI-Par.17(Pol.3 Caminos)";"SAN FERNANDO";"Cádiz";"11100";"956 883040";"956 896603";"aliauto@aliauto.com";;1;0;
"63104";816;"ALIAUTO S. A.";"Avda. Portugal, 1";"CÁDIZ";"Cádiz";"11008";"956 272123";;;;1;0;
"63104";817;"ALIAUTO S. A.";"Pol.Juncaril C/Almuñecar, P-339/4";"ALBOLOTE";"Granada";"18220";"958 430641";"958 430739";;;1;0;
"63104";856;"ALIAUTO S. A.";"Pol. Ind. Los Palillos - C/ 15 Pcl H";"ALCALA DE GUADAIRA";"Sevilla";"41500";"955 634732";"955 630364";"jorgevazquez@aliauto.com";"Jorge Vázquez";1;0;
"63105";818;"ALMACENES METALURGICOS S. A.";"Av Algeciras,parc. H-9 Pol.Cortijo Real";"ALGECIRAS";"Cádiz";"11206";"956 573968";"956 574088";;;1;0;
"63106";819;"AUTO PEDEMA S. L.";"Avda.Virgen del Carmen, 20";"ALGECIRAS";"Cádiz";"11204";"956 660560";;;;1;0;
"63107";820;"REPUESTOS ORCHA S. L.";"Ctra. Cádiz-Málaga, Km. 108";"ALGECIRAS";"Cádiz";"11205";"956 587241";"956 631707";"repuestosorcha@cecauto.com";;1;0;
"63108";1146;"DISCARROCERIA S. L.";"Los Arbolitos, s/nº (Crta. Málaga, Km. 108)";"ALGECIRAS";"Cádiz";"11205";"956 630634";"956 654005";"algesur@grunosur.com";"Ricardo Medina";1;0;
"63110";950;"SUPINSUR S. L.";"Ctra. Nacional 340,  Km. 108";"ALGECIRAS";"Cádiz";"11200";"956 634095";"956 634095";;;1;0;
"63111";821;"SUM. Y MANTENIMIENTOS TORINSUR";"C/ Ubrique, 1";"ALGECIRAS";"Cádiz";"11206";"956 603344";"956 605400";"comercial@torinsur.com";"Raúl";1;0;
"63112";1248;"DISTRIBUCIONES Y SUM. EL GLOBO S. L. (EHLIS)";"Avda. de Bruxelas, 8";"ALGECIRAS";"Cadiz";"11205";;;;;1;0;
"63113";822;"CASA PASTOR S. A.";"Avda. Virgen del Carmen, 7";"ALGECIRAS";"Cádiz";"11201";"956 652400";;;;1;0;
"63133";854;"ELECTROMECANICA RIOS S. L.";"Pol. Ind. Cortijo Real C/Lorena, 7";"ALGECIRAS";"Cádiz";"11207";;"956 571404";;;1;0;
"63133";1036;"ELECTROMECANICA RIOS S. L.";"Nuevas Colinas, Blq. 8 1º-A";"ALGECIRAS";"Cádiz";"11205";;;;;1;0;
"63201";824;"REP. DE MAQUINARIA CAMPO DE GIBRALTAR SLL";"Crta.Térmica,s/nº Nave-1 Pol.Palmones II";"LOS BARRIOS";"Cádiz";"11379";"856 099743";"856 099744";"comercial@remacagi.es";"Javier ó Jorge";1;0;
"63203";825;"RODAPROIN S. L.";"C/ Galeón, 26 (Pol. Ind. Palmones)";"LOS BARRIOS";"Cádiz";"11379";"956 677548";"956 677950";;;1;0;
"63204";826;"RANELL LOGISTICS S. L.";"Pol. Ind. Palmones II  C/ Velero, 6";"LOS BARRIOS";"Cádiz";"11370";"956 677970 Móvil- 670625621";"956 677942";;;1;0;
"63205";827;"MATERIALES Y GASES INDUSTRIALES S. L.";"Fragata, 29-32 (Polígono Palmones I)";"LOS BARRIOS";"Cádiz";"11370";"956 677488";"956 677480";;;1;0;
"63206";916;"SUM. Y GASES DEL CAMPO DE GIBRALTAR S. L.";"Pol. Palmones I  C/ Bergantin, 4";"LOS BARRIOS";"Cádiz";"11379";"956 677604";"956 678314";;;1;0;
"63207";939;"MAQUINARIA PALMONES S. L. L.";"Velero, 6  Pol. Industrial Palmones II";"LOS BARRIOS";"Cádiz";"11370";"956 677970";"956 677942";;;1;0;
"63208";1326;"MOVITRANS ESPACIO HAT S. L.";"Av. III Centenario, 42";"LOS BARRIOS";"Cadiz";"11370";"956 620682";;;;1;0;
"63208";1327;"MOVITRANS ESPACIO HAT S. L.";"El Barquero, 13";"LOS BARRIOS";"Cadiz";"11370";"956 620682";;;;1;0;
"63301";828;"JUAN CARLOS FERNANDEZ CANTOS S. L.";"Zabal Bajo, s/n";"LA LINEA DE LA CONCEPCION";"Cádiz";"11315";"956 643543";;;;1;0;
"63302";1243;"SUMINISTROS BANQUETA S. L.";"Camino de la Ermita, 222";"LA LINEA DE LACONCEPCIÓN";"Cádiz";;"956 625885";;;;1;0;
"63302";1289;"SUMINISTROS BANQUETA S. L.";"Avda. La Banqueta, 49";"LA LINEA DE LA CONCEPCION";"Cádiz";"11300";"956 175000";"956 625890";;;1;0;
"63303";905;"REPUESTOS VAZQUEZ";"Goleta, 32  Polígono Ind. Zabal Bajo";"LA LINEA DE LA CONCEPCION";"Cádiz";"11300";"956 644025";"956 643694";;"Juan Vázquez";1;0;
"63401";1021;"FERRETERIA DROGUERIA EL MOTOR II  S. L.";"Avda. de los Canos s/n";"P. N. DE GUADIARO";"Cádiz";"11311";"956 796047";"956 794385";;;1;0;
"63501";1136;"FERROTEK SUMINISTROS S. A.";"Pol. San Roque C/ Olmo, 10 Edf. Ferrotek";"SAN ROQUE";"Cádiz";"11369";"956 612239";"956 612381";;;1;0;
"70001";1079;"AUTO REPUESTOS SUR S. L.";"Avda. Alemania, 116 - 118";"HUELVA";"Huelva";"21002";"959 247666";"959 256670";;;1;0;
"70002";756;"HIDRACOR S. L.";"Paseo de la Palmera, 7";"Paseo de la Palmera, 7";"Huelva";"21002";"959 262028";"959 250789";;;1;0;
"70003";758;"ANTONIO CORNEJO RODRIGUEZ";"Avda. Alemania, 116";"HUELVA";"Huelva";"21002";"959 254681";"959 263989";;;1;0;
"70004";760;"FRANCISCO GIL CORNEJO";"Avda. Alemania, 110";"HUELVA";"Huelva";"21002";"959 285401";"959 263989";;;1;0;
"70005";762;"GADISA MAQUINARIA S. L.";"Pol. Polirrosa, naves 264 y 265";"HUELVA";"Huelva";"21007";"959 233002";"959 233002";;;1;0;
"70006";765;"TECNIMAR DEL ODIEL S. L.";"Avda. Alonso Ojeda, s/nº";"HUELVA";"Huelva";"21002";"956 242234";;;;1;0;
"70007";507;"GOIPE HUELVA";"Avda. Fco. Montenegro, 2ª transversal";"HUELVA";"Huelva";"21001";"959 242700";"959 242143";"huelva@goipe.com";;1;0;
"70008";767;"REPUESTOS VIDA S. A.";"Av. de Italia, 85";"HUELVA";"Huelva";"21003";"959 540340";"959 540341";;;1;0;
"70009";770;"SUM. IND. PEREZ Y PEREZ S. L.";"Polígono el Rincón, nº 46, Naves 1-1C";"HUELVA";"Huelva";"21007";"959 281100";"959 281101";;;1;0;
"70010";1060;"AUTO RECAMBIOS HUELVA S. L.";"Ctra. Huelva - Gibraleón (Pol. Ind. Las Yucas)";"HUELVA";"Huelva";"21005";"959 151680";"959 151803";;;1;0;
"70010";1061;;;;;;;;;;1;0;
"70011";771;"JOSE MARIA PICON PICHARDO";"Avda. Cristobal Colón, 146 Bajo";"HUELVA";"Huelva";"21002";"959 282445";;;;1;0;
"70012";773;"SULUCAS S. L.";"Pol. Ind. Polirrosa, Naves 269-71";"HUELVA";"Huelva";"21007";"959 270944";"959 270946";;;1;0;
"70013";775;"LOPEZ MUÑOZ E HIJOS S. A.";"Santiago Apostol, 47";"HUELVA";"Huelva";"21002";"959 240022";"959 259682";;;1;0;
"70014";777;"ONUSUONTEC SLL";"Polígono 'La Paz', m18";"HUELVA";"Huelva";"21007";"610 221776";;;;1;0;
"70015";1093;"LOGOMOTOR S. L.";"Parque Empresarial La Raya C/ Fomento, 50";"ALJARAQUE";"Huelva";"21011";"959 520023";"959 520023";;;1;0;
"70015";1127;"LOGOMOTOR S. L.";"Rio Guadalbarbo, local 8 bis";"MIJAS COSTA";"Málaga";"29649";"952 580989";"952 580989";;;1;0;
"70016";779;"AUTORECAMBIOS CORONEL S. L. U";"Avda. Alemania, 13-15";"HUELVA";"Huelva";"21002";"959 251855";"959 225580";;;1;0;
"70017";1244;"ONUBENSE DE SUM. Y MAQUINARIA S. L. U";"Carretera de Sevilla, Km. 636";"HUELVA";"Huelva";"21007";"959 367297";"959 230222";;;1;0;
"70018";1001;"DAVA S. A. (HU)";"Avda. de Alemania, 69";"HUELVA";"Huelva";"21002";"959 283284";;;;1;0;
"70019";1190;"AUTO RECAMBIOS EMILIO";"Avda. de Alemania, 26";"HUELVA";"Huelva";"21002";"959 246094";"959 249591";;;1;0;
"70020";780;"LA COMERIAL ANDALUZA S. A.";"Pd. Pesquero Norte, s/nº";"HUELVA";"Huelva";"21002";"959 253034";"959 245876";;;1;0;
"70021";1290;"CASTRO JARANA HUELVA S.A.";"Avda. Alemania, 54-56";"HUELVA";"HUELVA";"21002";;;;;1;0;
"70022";1333;"AUTO RECAMBIOS LA CINTA S. L.";"Paula Santiago, Portal-6 Local 3-4";"HUELVA";"Huelva";"21002";"959 151220 - 959 151320";"959 151308";;;1;0;
"70024";782;"CIAL. ONUBENSE VALVULAS Y ACC. S. L.";"Paseo de la Glorieta, 24";"HUELVA";"Huelva";"21002";"959 258070";"959 255124";;;1;0;
"70025";785;"RECAMBIOS INDUST. DEL SUR S. L.";"Avda. del Tráfico Pesado, 18";"HUELVA";"Huelva";"21007";"959 232841";"959 262511";;;1;0;
"70026";787;"LABORAL TEAM S. L.";"Joaquín Turina, 21";"HUELVA";"Huelva";"21001";"959 285082";"959 257712";;;1;0;
"70033";788;"ELECTROMECANICA JUMAN C. B.";"Polígono Pavipresa, nave-14";"HUELVA";"Huelva";"21007";"959 230541";"959 270158";;;1;0;
"70035";1258;"EUROMASTER AUTOMOCION Y SERVICOS S. A. (HU)";"Polígono Ind. San Diego, Nave-34";"HUELVA";"Huelva";"21007";;;;;1;0;
"71101";789;"CIAL. AGRICOLA DEL CONDADO S. L.";"Crta. Circunvalación, s/nº";"LA PALMA DEL CONDADO";"Huelva";"21700";"959 400118";"959 401504";;;1;0;
"71201";791;"LORVI S. L.";"Pol. Ind. El Monete - nave, 47";"VALVERDE DEL CAMINO";"Huelva";"21600";"959 551515";"959 552022";;;1;0;
"71202";793;"SUMINISTROS MAQUIVAL S. L.";"Av. Alcalde Américo Santos, 10";"VALVERDE DEL CAMINO";"Huelva";"21600";"959 551342";;;;1;0;
"71301";893;"ALMACENES SAN BLAS S. A.";"C/ Zulema, 1";"ARACENA";"Huelva";"21200";"959 126334";"959 126818";"raul@almacenes-sanblas.com";;1;0;
"72101";795;"SUMINISTROS LEPTIS S. L.";"Avda. de Andalucía, 5 bajo";"LEPE";"Huelva";"21440";"959 383223";"959 381667";;;1;0;
"72101";1059;"SUMINISTROS LEPTIS S. L.";"Pol. El Prado C/ Lateros";"LEPE";"Huelva";"21440";;;;;1;0;
"72102";1316;"JOSE GARCIA E HIJOS DE LEPE S. L.";"C/ Las Moreras, 2";"LEPE";"Huelva";"21440";"959 383460";"959 383412";;;1;0;
"72201";798;"UTILCAMPO S. L.";"Avda. de la Feria, 56";"CARTAYA";"Huelva";"21450";"959 392535";"959 392424";;;1;0;
"73101";879;"FERRET. MAQUINARIA Y GASES S. L.";"Pol. Ind. San Jorge C/ D, 54";"PALOS DE LA FRONTERA";"Huelva";"21810";"959 350113";"959 350057";;;1;0;
"90001";940;"MELCHOR GABILONDO S. A.";"Polígono Industrial Eitua";"BERRIZ";"Vizcaya";"48240";"946225030";;;;1;0;
"90002";941;"LIZARTE S. A.";"Polígono agustinos, Calle-B";"PAMPLONA";"Navarra";"31013";"948 303436";"948 303422";;;1;0;
"40050";1350;"FELIPE RUIZ JURADO";"Hermanos Luján, 1  Esc. 5-4º/1";"CORDOBA";"Córdoba";"14014";;;;;1;0;
"51401";1351;"BRICOPUEBLA S. L. L. (EHLIS)";"Plaza de las Melias (Jto. Polideportivo)";"LA PUEBLA DE CAZALLA";"Sevilla";"41540";;;;;1;0;
"63102";1352;"REPUESTOS ALGESUR S. L.";"Pol. INCOSUR, Parc. 2, Nave 1 y 2";"CAMPAMENTO - SAN ROQUE";"Cádiz";"11314";"956698730";"956 698520";;;1;0;
"52204";1353;"AGRIAUTO EL TORNO S. L.";"Ronda de los Torneros, 51 Pol. El Torno";"UTRERA";"Sevilla";"41710";"955861974";"955098970";;;1;0;
"63202";1354;"SUMITECNI RODAMIENTOS S. L.";"Corbeta, 3 (Polígono Ind. Palmones)";"LOS BARRIOS";"Cádiz";"11370";"956 020666";;;;1;0;
"52103";1355;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Pol.Ind. El Garrotal, Calle-F nº-1";"PALMA DEL RIO";"Córdoba";"14700";"957 748005";;;;1;0;
"10003";1356;"FRANCISCO SALAS E HIJOS S. L.";"C/ Juan de la Cosa, 15";"CHURRIANA DE LA VEGA";"Granada";"18194";"958 130025";;;;1;0;
"52103";1357;"EUROREAMBIOS DEL CAMIÓN S. L.";"Ctra. Sevilla-Málaga Km. 8,1";"ALCALA DE GUADAIRA";"Sevilla";"41500";"954 350747";;;;1;0;
"52103";1358;"JIMENEZ MAÑA RECAMBIOS  S. L. U.";"Av. Europa Pol. Ind. Autopista C/Cuarzo, 20";"JEREZ DE LA FRONTERA";"Cádiz";"11405";"956319660";;;;1;0;
"54204";1359;"ELECTRO ROCIO S. L. (EHLIS)";"Jara, 18";"CARMONA";"Sevilla";"41410";;;;;1;0;
"10001";1360;"FRENOS SANCHEZ S. L.";"C/ Santa Cecilia, 2  Pol. Ind. Santa Olalla";"CAMPOHERMOSO";"Almería";"04110";"950 612858";"950 612858";;"Javier Guerrero";1;0;
"52107";1361;"FERRETERIA LOZANO S. L. (EHLIS)";"Crta. Isla Menor, Km. 1";"DOS HERMANAS";"Sevilla";"41700";"954982112";;;;1;0;
"52205";1362;"FERRET. Y FUNDICIONES NAVARRO (EHLIS)";"Constelación Cefeo, 5-4";"UTRERA";"Sevilla";"41710";;;;;1;0;
"20049";1363;"MARIO IAÑEZ GALVEZ";"San Juan de Dios, 10";"CHURRIANA DE LA VEGA";"Granada";"18194";"622255207";;;;1;0;
"20049";1364;"MARIO IAÑEZ GALVEZ";"Santa Lucia, 57";"CHURRIANA DE LA VEGA";"Granada";"18194";;;;;1;0;
"52206";1365;"MARTINEZ FERRETERIA Y SUMINSTROS S. L.";"Pol Indust. El Torno  C/ Ronda Torneros, 10-T";"UTRERA";"Sevilla";"41710";"955867640";;;;1;0;
"61123";1366;"FERRETERIA XEREZ S. L.";"Crta. Sanlúcar P. E. Oeste, parcela 2.1 - 2.3 -2.5";"JEREZ DE LA FRONTERA";"Cádiz";"11405";;;;;1;0;
"50062";1367;"RECALVI ANDALUCIA S. L.";"Av. Fernández Murube, 36-B  Pol. Crta. Amarilla";"SEVILLA";"Sevilla";"41007";"955 000555";;;;1;0;
"20001";1368;"SUM. IND. COMASUR S. A.";"C/ Carlo Goldoni, 26 Pol. Guadalhorce";"MALAGA";"Malaga";"29004";"951766474";;;;1;0;
